epoch,loss,lr,test_loss
46,-1.690057712731902,0.0545616810995878,-1.6872825469970703
47,-1.690380481100574,0.054273515309056025,-1.6852866821289063
48,-1.6926448406632413,0.05397871338180829,-1.6922324419021606
49,-1.6692301944359063,0.053677355913747934,-1.6533488922119142
50,-1.6743320558488983,0.05336952529299769,-1.5101659564971923
51,-1.657333698469339,0.053055305677375604,-1.6809577980041503
52,-1.6866800662168522,0.05273478297138711,-1.681049476623535
53,-1.6906203940971611,0.052408044802739646,-1.6879038496017456
54,-1.6952097489661777,0.052075180498386046,-1.694726626396179
55,-1.6991597377147871,0.05173628106010349,-1.6960766706466675
56,-1.7011576104409916,0.05139143913961452,-1.6887113933563231
57,-1.6993875196299602,0.051040749013256975,-1.6982359704971313
58,-1.7029186769859077,0.05068430655620978,-1.7007709865570069
59,-1.7043138988239248,0.05032220921628163,-1.6983997592926026
60,-1.6047657912539453,0.04995455598726974,-1.5669731788635255
61,-1.6256104941220628,0.04958144738189594,-1.659352412223816
62,-1.667413373583371,0.04920298540432747,-1.674649474143982
63,-1.6818193062064575,0.04881927352229007,-1.6852107076644898
64,-1.6885446371491422,0.04843041663878095,-1.6755494966506959
65,-1.6923313743060397,0.04803652106338936,-1.6942031383514404
66,-1.6972907093382372,0.04763769448323258,-1.6841725749969483
67,-1.676294851548893,0.04723404593351537,-1.602604736328125
68,-1.6876933795889628,0.046825685767720816,-1.6912542552947998
69,-1.690953557024297,0.04641272562744079,-1.7020147705078126
70,-1.7025492326500489,0.045995278411854267,-1.7029847536087037
71,-1.7071778319545627,0.04557345824686181,-1.7048210287094117
72,-1.711773327945434,0.04514738045388468,-1.6685574045181275
73,-1.709244513020073,0.0447171615183371,-1.708671778678894
74,-1.715639786621959,0.04428291905778036,-1.7078206224441528
75,-1.7182776067674774,0.04384477178976729,-1.7146541109085083
76,-1.7204353551274723,0.043402839499386066,-1.7087791891098023
77,-1.7204572785760939,0.042957243006512234,-1.70995232963562
78,-1.725845661359964,0.0425081041327777,-1.7137616214752198
79,-1.7246946465108812,0.0420555456682659,-1.718592007637024
80,-1.7249826672150916,0.04159969133794227,-1.721467926979065
81,-1.7265739404049116,0.04114066576782905,-1.7179843521118163
82,-1.7282978935340017,0.04067859445093376,-1.7205377225875855
83,-1.7298907570003235,0.040213603712940686,-1.7187450046539308
84,-1.7322066395553117,0.039745820677674695,-1.7231901998519898
85,-1.7328915878669502,0.03927537323234684,-1.7268561792373658
86,-1.7330568488111202,0.03880238999259129,-1.7211118936538696
87,-1.7320438512821787,0.03832700026730308,-1.725735990524292
88,-1.735063417670653,0.03784933402328637,-1.72740829372406
89,-1.736749486824901,0.03736952184972281,-1.7314371032714844
90,-1.7367994318303375,0.036887694922469745,-1.7266526098251342
91,-1.7385492877861888,0.03640398496819809,-1.7345191373825073
92,-1.739365732546934,0.03591852422837952,-1.7356464643478393
93,-1.7412392871896016,0.035431445423133014,-1.728203866004944
94,-1.7412196139699405,0.03494288171494047,-1.7290158433914184
95,-1.7417325973510742,0.03445296667224142,-1.737423734664917
96,-1.7449489168285095,0.033961834232916766,-1.7214912271499634
97,-1.745141157169932,0.03346961866767152,-1.7269969282150268
98,-1.746202563502125,0.032976454543326456,-1.742057159423828
99,-1.7479221624197419,0.03248247668602895,-1.7376079273223877
100,-1.747908651214285,0.03198782014439287,-1.7349048957824706
101,-1.7480932326660943,0.031492620152577575,-1.7354674425125123
102,-1.7518201796049924,0.030997012093316272,-1.7377160396575928
103,-1.7501732750037282,0.030501131460903774,-1.7345182189941406
104,-1.7507770737421882,0.030005113824153627,-1.7416925802230836
105,-1.7526907060564179,0.02950909478933501,-1.7393288488388061
106,-1.7527096480438389,0.029013209963099338,-1.7406745910644532
107,-1.7547310111448937,0.02851759491540672,-1.7394890384674073
108,-1.7567900025967471,0.028022385142462504,-1.7523120737075806
109,-1.7575389232832133,0.027527716029673976,-1.747174587249756
110,-1.7578335754650156,0.02703372281463733,-1.753715901374817
111,-1.759116671748997,0.02654054055016507,-1.7508102169036865
112,-1.7594672380034457,0.026048304067363907,-1.742386402130127
113,-1.7591106092806943,0.025557147938773297,-1.751725564956665
114,-1.7602830117510766,0.02506720644157462,-1.7511817178726197
115,-1.764423258525809,0.02457861352088117,-1.748883918762207
116,-1.7637684382114214,0.02409150275311892,-1.7566428756713868
117,-1.7641104005046726,0.02360600730950797,-1.7550494022369385
118,-1.7636064266421132,0.023122259919654997,-1.7547415351867677
119,-1.7645344685033424,0.02264039283526618,-1.7518166675567628
120,-1.7676351574278368,0.022160537793990968,-1.7526516618728638
121,-1.7689436010478699,0.021682825983406342,-1.7545039892196654
122,-1.7695761906731988,0.02120738800515139,-1.7541874227523804
123,-1.7677604513070018,0.020734353839222137,-1.7545279655456543
124,-1.7686335266250925,0.020263852808436348,-1.761650894165039
125,-1.771406698472721,0.01979601354307791,-1.762804609298706
126,-1.7719742686478133,0.01933096394573061,-1.759073823928833
127,-1.7725547699584174,0.018868831156310897,-1.7616427631378173
128,-1.7734228249677677,0.01840974151730902,-1.7646038084030151
129,-1.7751408397536916,0.01795382053924828,-1.7579307126998902
130,-1.7762036176071954,0.01750119286637177,-1.7589315338134766
131,-1.7751365986066996,0.01705198224256579,-1.7657472362518312
132,-1.7772229184809418,0.01660631147752951,-1.7645864067077637
133,-1.777682977853362,0.016164302413200157,-1.7639799461364747
134,-1.780184742101689,0.015726075890442438,-1.7636452531814575
135,-1.778545969540311,0.015291751716012025,-1.7691198015213012
136,-1.7801122395033688,0.014861448629801509,-1.7691118698120116
137,-1.7817405609740424,0.014435284272378113,-1.770413782119751
138,-1.7821976892726938,0.014013375152821923,-1.766625020980835
139,-1.7823414470731598,0.013595836616873497,-1.7686100692749023
140,-1.7848457147165673,0.013182782815399462,-1.772177131652832
141,-1.785501884430954,0.012774326673184832,-1.7729788455963136
142,-1.7872327627594937,0.01237057985806048,-1.7744070672988892
143,-1.7870183998776465,0.011971652750374253,-1.7731637239456177
144,-1.7878242497591628,0.011577654412814161,-1.7760474481582642
145,-1.7884784408451355,0.011188692560591622,-1.776424705505371
146,-1.7897897184509592,0.010804873531993279,-1.77566646194458
147,-1.7909875038972836,0.010426302259309139,-1.77609051322937
148,-1.789712623222587,0.010053082240145152,-1.7750953893661499
149,-1.7913066873845367,0.009685315509127969,-1.7775826902389527
150,-1.7924808312937157,0.009323102610009732,-1.7796150274276734
151,-1.7934194569735182,0.008966542568180389,-1.7765036640167235
152,-1.7950666995392632,0.008615732863595117,-1.7821076726913452
153,-1.7954674934603505,0.00827076940412438,-1.7810204763412476
154,-1.7944722642603608,0.007931746499333528,-1.7796170597076415
155,-1.79852756151219,0.007598756834699613,-1.781681502342224
156,-1.7969129835207438,0.007271891446272075,-1.780943935394287
157,-1.7973956090887797,0.006951239695784368,-1.7838703565597533
158,-1.7999856558042704,0.006636889246223395,-1.7891986799240112
159,-1.8001881186495121,0.006328926037863294,-1.7890512628555297
160,-1.8009951348157274,0.006027434264770246,-1.7869221172332763
161,-1.801936325338698,0.005732496351784611,-1.7862436265945434
162,-1.8034629834066962,0.0054441929319869,-1.7839136323928833
163,-1.8035092722509325,0.005162602824653366,-1.7863623075485229
164,-1.8035004323290795,0.0048878030137076995,-1.7887872428894043
165,-1.8050974484571476,0.004619868626674359,-1.7881699352264404
166,-1.8063461313542633,0.004358872914139448,-1.7865872144699098
167,-1.806335518040608,0.004104887229724753,-1.7916495513916015
168,-1.8063568896854048,0.0038579810105803546,-1.7895899124145507
169,-1.8091819741062283,0.00361822175840123,-1.7913678073883057
170,-1.8089994978658932,0.003385675020972938,-1.7929022827148438
171,-1.8100268730183238,0.003160404374251535,-1.7927061586380004
172,-1.8115249773890703,0.002942471404982505,-1.7945471754074096
173,-1.8105332507300622,0.0027319356938636163,-1.7962833604812622
174,-1.812023499577316,0.002528854799256093,-1.7932288389205933
175,-1.8133059174744124,0.0023332842414487743,-1.7916313238143922
176,-1.8131618794706679,0.002145277487479401,-1.7968737201690674
177,-1.8137375386719852,0.0019648859365172778,-1.79571107006073
178,-1.8164448160486124,0.0017921589058112386,-1.7972843532562255
179,-1.8157210079665036,0.0016271436172068043,-1.7963485717773438
180,-1.8160947524395186,0.0014698851842362215,-1.800686011314392
181,-1.816531846203755,0.0013204265997848385,-1.7974623155593872
182,-1.8176390129266327,0.001178808724337318,-1.7968898210525512
183,-1.815665842331562,0.0010450702748067552,-1.7970846033096313
184,-1.8169737169423055,0.0009192478139498894,-1.8002361688613893
185,-1.8180912708498769,0.0008013757403711785,-1.7979472789764404
186,-1.818312547870518,0.0006914862791186027,-1.7999568490982056
187,-1.8172599409044403,0.0005896094728736278,-1.7990648250579835
188,-1.8188785130215674,0.0004957731737378424,-1.7996842641830444
189,-1.8200715903154354,0.000410003035618488,-1.7969503612518312
190,-1.8184725070737071,0.0003323225072149072,-1.7987452955245973
191,-1.8187603803025079,0.00026275282560794366,-1.8007475881576538
192,-1.8193833729655473,0.00020131301045388404,-1.7989099893569946
193,-1.8186667260435438,0.000148019858784727,-1.8042052927017211
194,-1.818728882012908,0.0001028879404160099,-1.7985531368255616
195,-1.8192522562656206,6.592959396357178e-05,-1.8013088541030884
196,-1.8196999264746596,3.715492347030835e-05,-1.7995136442184447
197,-1.8192210467820316,1.6571795643824938e-05,-1.7975828742980957
198,-1.8187500852899454,4.185837705740214e-06,-1.8043376684188843
199,-1.8177056644380707,4.3585329345674495e-10,-1.8003176012039184
